Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     272/544         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, node*>, std::allocator<std::pair<aalta_formula* const, node*> >, std::_Select1st<std::pair<aalta_formula* const, node*> >, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_get_Value_allocator() const [786]
                0.00    0.00     272/272         __gnu_cxx::new_allocator<std::pair<aalta_formula* const, node*> >::destroy(std::pair<aalta_formula* const, node*>*) [816]
                0.00    0.00     272/545         std::allocator<std::pair<aalta_formula* const, node*> >::~allocator() [785]
                0.00    0.00     272/272         __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false> >::deallocate(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, node*>, false>*, unsigned long) [814]
-----------------------------------------------
                0.00    0.00       6/259         Minisat::ClauseAllocator::reloc(unsigned int&, Minisat::ClauseAllocator&) [130]
                0.00    0.00     253/259         Minisat::Solver::claBumpActivity(Minisat::Clause&) [821]
[820]    0.0    0.00    0.00     259         Minisat::Clause::activity() [820]
-----------------------------------------------
                0.00    0.00      30/253         Minisat::Solver::analyze(unsigned int, Minisat::vec<Minisat::Lit>&, int&) [134]
                0.00    0.00     223/253         Minisat::Solver::search(int) [31]
[821]    0.0    0.00    0.00     253         Minisat::Solver::claBumpActivity(Minisat::Clause&) [821]
                0.00    0.00     253/259         Minisat::Clause::activity() [820]
-----------------------------------------------
                0.00    0.00      30/233         aalta_formula::simplify_and(aalta_formula*, aalta_formula*) <cycle 2> [340]
                0.00    0.00      31/233         std::list<aalta_formula*, std::allocator<aalta_formula*> >::front() [980]
                0.00    0.00      60/233         aalta_formula::simplify_or(aalta_formula*, aalta_formula*) <cycle 2> [307]
                0.00    0.00     112/233         aalta_formula::is_conflict(aalta_formula*, aalta_formula*) <cycle 2> [472]
[822]    0.0    0.00    0.00     233         std::_List_iterator<aalta_formula*>::operator*() const [822]
-----------------------------------------------
                0.00    0.00     105/211         nondeter_prog_state::UNSAT_INVARIANT_BACK() <cycle 1> [12]
                0.00    0.00     106/211         nondeter_prog_state::clear_f_node_map() [298]
[823]    0.0    0.00    0.00     211         std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula* const, node*>, false, false>::operator++(int) [823]
                0.00    0.00     211/377         std::tr1::__detail::_Hashtable_iterator_base<std::pair<aalta_formula* const, node*>, false>::_M_incr() [798]
-----------------------------------------------
                0.00    0.00     204/204         std::vector<node*, std::allocator<node*> >::max_size() const [827]
[824]    0.0    0.00    0.00     204         __gnu_cxx::__alloc_traits<std::allocator<node*> >::max_size(std::allocator<node*> const&) [824]
                0.00    0.00     204/306         __gnu_cxx::new_allocator<node*>::max_size() const [802]
-----------------------------------------------
                0.00    0.00     102/204         std::vector<node*, std::allocator<node*> >::end() [876]
                0.00    0.00     102/204         std::vector<node*, std::allocator<node*> >::begin() [877]
[825]    0.0    0.00    0.00     204         __gnu_cxx::__normal_iterator<node**, std::vector<node*, std::allocator<node*> > >::__normal_iterator(node** const&) [825]
-----------------------------------------------
                0.00    0.00     204/204         std::vector<node*, std::allocator<node*> >::max_size() const [827]
[826]    0.0    0.00    0.00     204         std::_Vector_base<node*, std::allocator<node*> >::_M_get_Tp_allocator() const [826]
-----------------------------------------------
                0.00    0.00     204/204         std::vector<node*, std::allocator<node*> >::_M_check_len(unsigned long, char const*) const [874]
[827]    0.0    0.00    0.00     204         std::vector<node*, std::allocator<node*> >::max_size() const [827]
                0.00    0.00     204/204         __gnu_cxx::__alloc_traits<std::allocator<node*> >::max_size(std::allocator<node*> const&) [824]
                0.00    0.00     204/204         std::_Vector_base<node*, std::allocator<node*> >::_M_get_Tp_allocator() const [826]
-----------------------------------------------
                0.00    0.00     204/204         node** std::__copy_move_a<false, node**, node**>(node**, node**, node**) [831]
[828]    0.0    0.00    0.00     204         node** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<node*>(node* const*, node* const*, node**) [828]
-----------------------------------------------
                0.00    0.00     204/204         node** std::uninitialized_copy<node**, node**>(node**, node**, node**) [833]
[829]    0.0    0.00    0.00     204         node** std::__uninitialized_copy<true>::__uninit_copy<node**, node**>(node**, node**, node**) [829]
                0.00    0.00     204/204         node** std::copy<node**, node**>(node**, node**, node**) [836]
-----------------------------------------------
                0.00    0.00     204/204         nondeter_prog_state::UNSAT_INVARIANT_BACK() <cycle 1> [12]
[830]    0.0    0.00    0.00     204         std::vector<node*, std::allocator<node*> >::operator[](unsigned long) [830]
-----------------------------------------------
                0.00    0.00     204/204         node** std::__copy_move_a2<false, node**, node**>(node**, node**, node**) [832]
[831]    0.0    0.00    0.00     204         node** std::__copy_move_a<false, node**, node**>(node**, node**, node**) [831]
                0.00    0.00     204/204         node** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<node*>(node* const*, node* const*, node**) [828]
-----------------------------------------------
                0.00    0.00     204/204         node** std::copy<node**, node**>(node**, node**, node**) [836]
[832]    0.0    0.00    0.00     204         node** std::__copy_move_a2<false, node**, node**>(node**, node**, node**) [832]
                0.00    0.00     612/612         std::_Niter_base<node**>::iterator_type std::__niter_base<node**>(node**) [780]
                0.00    0.00     204/204         node** std::__copy_move_a<false, node**, node**>(node**, node**, node**) [831]
-----------------------------------------------
                0.00    0.00     204/204         node** std::__uninitialized_copy_a<node**, node**, node*>(node**, node**, node**, std::allocator<node*>&) [834]
[833]    0.0    0.00    0.00     204         node** std::uninitialized_copy<node**, node**>(node**, node**, node**) [833]
                0.00    0.00     204/204         node** std::__uninitialized_copy<true>::__uninit_copy<node**, node**>(node**, node**, node**) [829]
-----------------------------------------------
                0.00    0.00     204/204         node** std::__uninitialized_move_if_noexcept_a<node**, node**, std::allocator<node*> >(node**, node**, node**, std::allocator<node*>&) [835]
[834]    0.0    0.00    0.00     204         node** std::__uninitialized_copy_a<node**, node**, node*>(node**, node**, node**, std::allocator<node*>&) [834]
                0.00    0.00     204/204         node** std::uninitialized_copy<node**, node**>(node**, node**, node**) [833]
-----------------------------------------------
                0.00    0.00     204/204         std::vector<node*, std::allocator<node*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<node**, std::vector<node*, std::allocator<node*> > >, node* const&) [392]
[835]    0.0    0.00    0.00     204         node** std::__uninitialized_move_if_noexcept_a<node**, node**, std::allocator<node*> >(node**, node**, node**, std::allocator<node*>&) [835]
                0.00    0.00     204/204         node** std::__uninitialized_copy_a<node**, node**, node*>(node**, node**, node**, std::allocator<node*>&) [834]
-----------------------------------------------
                0.00    0.00     204/204         node** std::__uninitialized_copy<true>::__uninit_copy<node**, node**>(node**, node**, node**) [829]
[836]    0.0    0.00    0.00     204         node** std::copy<node**, node**>(node**, node**, node**) [836]
                0.00    0.00     408/408         std::_Miter_base<node**>::iterator_type std::__miter_base<node**>(node**) [794]
                0.00    0.00     204/204         node** std::__copy_move_a2<false, node**, node**>(node**, node**, node**) [832]
-----------------------------------------------
                0.00    0.00      17/191         aalta_formula::simplify_and(aalta_formula*, aalta_formula*) <cycle 2> [340]
                0.00    0.00      30/191         aalta_formula::simplify_or(aalta_formula*, aalta_formula*) <cycle 2> [307]
                0.00    0.00     144/191         aalta_formula::is_conflict(aalta_formula*, aalta_formula*) <cycle 2> [472]
[837]    0.0    0.00    0.00     191         std::_List_iterator<aalta_formula*>::operator!=(std::_List_iterator<aalta_formula*> const&) const [837]
-----------------------------------------------
                0.00    0.00       1/191         nondeter_checker::set_next_wanted(aalta_formula*) [245]
                0.00    0.00      16/191         std::vector<aalta_formula*, std::allocator<aalta_formula*> >::_M_check_len(unsigned long, char const*) const [1167]
                0.00    0.00      55/191         nondeter_checker::visited(aalta_formula*) [321]
                0.00    0.00     119/191         nondeter_checker::dfs() [4]
[838]    0.0    0.00    0.00     191         std::vector<aalta_formula*, std::allocator<aalta_formula*> >::size() const [838]
-----------------------------------------------
                0.00    0.00      31/188         std::list<aalta_formula*, std::allocator<aalta_formula*> >::_M_erase(std::_List_iterator<aalta_formula*>) [981]
                0.00    0.00      63/188         std::_List_base<aalta_formula*, std::allocator<aalta_formula*> >::_M_clear() [952]
                0.00    0.00      94/188         std::list<aalta_formula*, std::allocator<aalta_formula*> >::_M_create_node(aalta_formula* const&) [393]
[839]    0.0    0.00    0.00     188         std::_List_base<aalta_formula*, std::allocator<aalta_formula*> >::_M_get_Tp_allocator() const [839]
                0.00    0.00     188/188         std::_List_base<aalta_formula*, std::allocator<aalta_formula*> >::_M_get_Node_allocator() const [840]
                0.00    0.00     188/188         std::allocator<aalta_formula*>::allocator<std::_List_node<aalta_formula*> >(std::allocator<std::_List_node<aalta_formula*> > const&) [841]
-----------------------------------------------
                0.00    0.00     188/188         std::_List_base<aalta_formula*, std::allocator<aalta_formula*> >::_M_get_Tp_allocator() const [839]
[840]    0.0    0.00    0.00     188         std::_List_base<aalta_formula*, std::allocator<aalta_formula*> >::_M_get_Node_allocator() const [840]
-----------------------------------------------
                0.00    0.00     188/188         std::_List_base<aalta_formula*, std::allocator<aalta_formula*> >::_M_get_Tp_allocator() const [839]
[841]    0.0    0.00    0.00     188         std::allocator<aalta_formula*>::allocator<std::_List_node<aalta_formula*> >(std::allocator<std::_List_node<aalta_formula*> > const&) [841]
                0.00    0.00     188/748098      __gnu_cxx::new_allocator<aalta_formula*>::new_allocator() [515]
-----------------------------------------------
                0.00    0.00      31/188         std::list<aalta_formula*, std::allocator<aalta_formula*> >::_M_erase(std::_List_iterator<aalta_formula*>) [981]
                0.00    0.00      63/188         std::_List_base<aalta_formula*, std::allocator<aalta_formula*> >::_M_clear() [952]
                0.00    0.00      94/188         std::list<aalta_formula*, std::allocator<aalta_formula*> >::_M_create_node(aalta_formula* const&) [393]
[842]    0.0    0.00    0.00     188         aalta_formula** std::__addressof<aalta_formula*>(aalta_formula*&) [842]
-----------------------------------------------
                0.00    0.00      59/177         nondeter_checker::dfs() [4]
                0.00    0.00      59/177         nondeter_checker::visited(aalta_formula*) [321]
                0.00    0.00      59/177         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::find(aalta_formula* const&) [339]
[843]    0.0    0.00    0.00     177         std::tr1::_Hashtable<aalta_formula*, std::pair<aalta_formula* const, int>, std::allocator<std::pair<aalta_formula* const, int> >, std::_Select1st<std::pair<aalta_formula* const, int> >, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::end() [843]
                0.00    0.00     177/177         std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula* const, int>, false, false>::_Hashtable_iterator(std::tr1::__detail::_Hash_node<std::pair<aalta_formula* const, int>, false>**) [844]
